OBJECTID,NAME,XCoord,YCoord,LATIT,LONGI,
346,Coosa Valley Medical Center,-86.2556208,33.1646407,33.164641,-86.255621,
347,El Reposo Sanatorium,-87.575025,34.9639726,34.963973,-87.575025,
348,Union Street Private Hospital (historical),-87.0302677,32.4123587,32.412359,-87.030268,
349,Vaughn Memorial Hospital (historical),-87.0261008,32.4051367,32.405137,-87.026101,
350,Crestwood Medical Center,-86.5718608,34.6928535,34.692854,-86.571861,
351,Huntsville City Infirmaries (historical),-86.5816591,34.722591,34.722591,-86.581659,
352,Huntsville Hospital,-86.5807941,34.7208808,34.720881,-86.580794,
353,Huntsville Hospital for Women and Children,-86.5746093,34.720552,34.720552,-86.574609,
354,Headland Medical Clinic,-85.347156,31.3543395,31.35434,-85.347156,
355,Evergreen Medical Center,-86.9405346,31.4308474,31.430847,-86.940535,
356,Chambers County Hospital (historical),-85.4091151,32.8840156,32.884016,-85.409115,
357,Prattville Baptist Hospital,-86.4518309,32.4636513,32.463651,-86.451831,
358,Baptist Hospital,-87.2772169,32.3276389,32.327639,-87.277217,
359,City Infirmary (historical),-86.3052468,32.3662496,32.36625,-86.305247,
360,University of Alabama Capstone Medical Center,-87.5272599,33.2078668,33.207867,-87.52726,
361,Indian Rivers Community Mental Health Center,-87.5616733,33.2101185,33.210119,-87.561673,
362,Riverside Medical Center,-87.5294501,33.2181738,33.218174,-87.52945,
363,Tuscaloosa County Health Center,-87.5280612,33.2051185,33.205119,-87.528061,
364,Tuscaloosa Surgical Center,-87.535938,33.2304224,33.230422,-87.535938,
365,West Alabama Crippled Childrens Clinic,-87.5300057,33.2031742,33.203174,-87.530006,
366,Northport Medical Center,-87.5707009,33.2339017,33.233902,-87.570701,
367,Northwest Medical Center,-87.8245976,33.9299653,33.929965,-87.824598,
368,Brookwood Medical Clinic,-87.3136113,33.2606718,33.260672,-87.313611,
369,Lakeland Community Hospital,-87.5915564,34.2418045,34.241805,-87.591556,
370,Baptist Medical Center De Kalb,-85.7138559,34.454532,34.454532,-85.713856,
371,DeKalb County Health Clinic,-85.726634,34.4381438,34.438144,-85.726634,
372,Dekalb Regional Medical Center,-85.7559171,34.4414032,34.441403,-85.755917,
373,Longview General Hospital,-86.9699954,33.61455,33.61455,-86.969995,
374,Medical Center Enterprise,-85.8553352,31.3185301,31.31853,-85.855335,
375,Jackson Hospital and Clinic,-86.2855726,32.366852,32.366852,-86.285573,
376,Metro West Hospital (historical),-86.9074921,33.4867735,33.486774,-86.907492,
377,Saint Margaret Hospital (historical),-86.2969133,32.3745827,32.374583,-86.296913,
378,Searcy Hospital,-88.0277108,31.0886508,31.088651,-88.027711,
379,University of Alabama at Birmingham Hospital,-86.803044,33.506089,33.506089,-86.803044,
380,Walker County Hospital,-87.283339,33.8403852,33.840385,-87.283339,
381,Community Hospital,-86.8827695,33.5095505,33.509551,-86.882769,
382,Trinity Medical Center,-86.7491538,33.517261,33.517261,-86.749154,
383,Saint Vincent's Hospital East,-86.6677751,33.5961982,33.596198,-86.667775,
384,Bullock County Hospital,-85.7172883,32.1466042,32.146604,-85.717288,
385,L V Stabler Memorial Hospital,-86.6461172,31.8290325,31.829033,-86.646117,
386,North Jackson Hospital,-85.7719177,34.9142483,34.914248,-85.771918,
387,Holmes Memorial Hospital (historical),-87.6844307,30.4060312,30.406031,-87.684431,
388,Jackson Hospital,-87.8949995,31.5309959,31.530996,-87.894999,
389,John A Andrew Hospital (historical),-85.7049532,32.4337504,32.43375,-85.704953,
390,Lanier Health Services,-85.168787,32.8246974,32.824697,-85.168787,
391,Springhill Medical Center,-88.1316963,30.6851712,30.685171,-88.131696,
392,Lakeview Community Hospital,-85.1563173,31.8885476,31.888548,-85.156317,
393,Walker Baptist Medical Center,-87.2360108,33.8426848,33.842685,-87.236011,
394,Vaughan Regional Medical Center,-87.0559675,32.42934,32.42934,-87.055967,
395,Vaughan Regional Medical Center (historical),-87.0561015,32.4040256,32.404026,-87.056101,
396,West Central Alabama Rehabilitation Center,-87.0177678,32.4415248,32.441525,-87.017768,
397,Parkway Medical Center Hospital,-87.0158718,34.5770427,34.577043,-87.015872,
398,Enterprise Hospital (historical),-85.8374376,31.3026712,31.302671,-85.837438,
399,United States Army Aeromedical Center Lyster Army Hospital,-85.7235651,31.3273732,31.327373,-85.723565,
400,Physicians Carraway Medical Center,-86.8107382,33.5368829,33.536883,-86.810738,
401,South Baldwin Regional Medical Center,-87.6842171,30.4258602,30.42586,-87.684217,
402,Georgiana Hospital,-86.7430784,31.6364388,31.636439,-86.743078,
403,Pickens County Medical Center,-88.0887184,33.2745089,33.274509,-88.088718,
404,Lawrence Medical Center,-87.2854756,34.4832947,34.483295,-87.285476,
405,Clay County Hospital,-85.8236772,33.2779747,33.277975,-85.823677,
406,Piedmont Hospital (historical),-85.6199614,33.9195454,33.919545,-85.619961,
407,Citizens Baptist Medical Center,-86.0902032,33.4403853,33.440385,-86.090203,
408,Perry County Hospital,-87.3069429,32.6312425,32.631243,-87.306943,
409,Shelby Baptist Medical Center,-86.8131122,33.2530441,33.253044,-86.813112,
410,Choctaw County Hospital (historical),-88.2039091,32.0890355,32.089036,-88.203909,
411,Saint Clair Nursing Home,-86.4135923,33.5776037,33.577604,-86.413592,
412,Saint Vincent's Hospital - Saint Clair,-86.3018995,33.6043973,33.604397,-86.301899,
413,The Memorial Hospital Craig,-107.5798232,40.5185331,40.518533,-107.579823,
414,Valley View Hospital,-107.3215913,39.5325179,39.532518,-107.321591,
415,Saint Mary's Hospital and Medical Center,-108.5626875,39.090448,39.090448,-108.562687,
416,Sierra Vista Nursing Home,-105.0927585,40.4002613,40.400261,-105.092758,
417,Memorial Hospital (historical),-105.0902585,40.3972057,40.397206,-105.090258,
418,Boulder Community Hospital Mapleton Center,-105.2933476,40.0213101,40.02131,-105.293348,
419,North Colorado Medical Center,-104.7088827,40.4147808,40.414781,-104.708883,
420,Exempla Lutheran Medical Center,-105.09054,39.76845,39.76845,-105.09054,
421,Sands House Sanatarium (historical),-105.0555389,39.7555425,39.755543,-105.055539,
422,Offielo Nursing Home (historical),-105.0297048,39.7638756,39.763876,-105.029705,
423,Saint Anthony North Hospital,-105.0179495,39.8501179,39.850118,-105.017949,
424,American Medical Center Cancer Research Center (historical),-105.0674838,39.7435981,39.743598,-105.067484,
425,Craig Hospital,-104.9785895,39.6544507,39.654451,-104.978589,
426,Saint Anthony Central Rehabilitation Center,-105.0355384,39.7433202,39.74332,-105.035538,
427,Jewish National Health Hospital,-105.0350152,39.7399799,39.73998,-105.035015,
428,Mercy Regional Medical Center,-107.8260088,37.2358111,37.235811,-107.826009,
429,Sunhealth Speciality Hospital For Denver (historical),-104.980258,39.8505414,39.850541,-104.980258,
430,Swedish Medical Center,-104.9810543,39.6539375,39.653938,-104.981054,
431,Bethesda PsycHealth Hospital (historical),-104.9349796,39.6713764,39.671376,-104.93498,
432,Porter Adventist Hospital,-104.9750189,39.670274,39.670274,-104.975019,
433,Denver Health Medical Center,-104.9911717,39.7279853,39.727985,-104.991172,
434,Park Avenue Hospital (historical),-104.969425,39.7410981,39.741098,-104.969425,
435,Presbyterian / Saint Luke's Medical Center,-104.9666507,39.7472116,39.747212,-104.966651,
436,Saint Joseph Hospital,-104.9697775,39.7456563,39.745656,-104.969777,
437,Children's Hospital Colorado Anschutz Medical Campus,-104.8354544,39.7421429,39.742143,-104.835454,
438,Saint Luke Hospital (historical),-104.9802587,39.7466536,39.746654,-104.980259,
439,Booth Memorial Hospital (historical),-104.9191452,39.7319316,39.731932,-104.919145,
440,Spears Hospital (historical),-104.920812,39.7313761,39.731376,-104.920812,
441,Veterans Affairs Eastern Colorado Health Care System,-104.9360432,39.7318186,39.731819,-104.936043,
442,University of Colorado Health Services Center (historical),-104.939146,39.7305427,39.730543,-104.939146,
443,National Jewish Health Medical Center,-104.942037,39.7392171,39.739217,-104.942037,
444,Mercy Hospital,-105.9525,39.7427778,39.742778,-105.9525,
445,Cragmor Sanatorium,-104.7949754,38.8905489,38.890549,-104.794975,
446,Saint Francis Health Center,-104.8096113,38.8327306,38.832731,-104.809611,
447,Cedar Springs Hospital,-104.8163887,38.8018278,38.801828,-104.816389,
448,Saint Mary Hospital,-104.6274748,38.2575028,38.257503,-104.627475,
449,Parkview Medical Center,-104.6126076,38.281671,38.281671,-104.612608,
450,Saint Mary - Corwin Medical Center,-104.6226708,38.2339034,38.233903,-104.622671,
451,Mount San Rafael Hospital,-104.4876078,37.1732231,37.173223,-104.487608,
452,Fort Lyon Veterans Hospital (historical),-103.1324277,38.0763957,38.076396,-103.132428,
453,United States Air Force Academy Hospital,-104.8846432,38.9918459,38.991846,-104.884643,
454,Boulder County Hospital (historical),-105.2802681,40.0372078,40.037208,-105.280268,
455,Fitzsimons Army Medical Center (historical),-104.8371974,39.7452651,39.745265,-104.837197,
456,Avery Hospital,-72.7056497,41.7292668,41.729267,-72.70565,
457,The William W Backus Hospital,-72.0890901,41.5423595,41.54236,-72.08909,
458,Bridgeport Hospital,-73.1664417,41.1896202,41.18962,-73.166442,
459,Cedarcrest Hospital,-72.7096151,41.7066393,41.706639,-72.709615,
460,Connecticut Valley Hospital,-72.6321706,41.5573417,41.557342,-72.632171,
461,Corbin Hospital,-72.7637077,41.7131556,41.713156,-72.763708,
462,Crestfield Hospital,-72.4889743,41.8025986,41.802599,-72.488974,
463,Danbury Hospital,-73.4460428,41.4049974,41.404997,-73.446043,
464,Day Kimball Hospital,-71.9143821,41.9068442,41.906844,-71.914382,
465,Fairfield State Hospital,-73.2851166,41.400929,41.400929,-73.285117,
466,Farmington Hospital,-72.8003757,41.7148219,41.714822,-72.800376,
467,Fernwood Hospital,-72.7173166,41.7712111,41.771211,-72.717317,
468,Gaylord Hospital,-72.8566654,41.472232,41.472232,-72.856665,
469,Hartford Hospital,-72.6790771,41.754497,41.754497,-72.679077,
470,Haven Hospital,-71.9975744,41.8595423,41.859542,-71.997574,
471,Saint Vincent's Behavioral Health Center,-73.3321792,41.144344,41.144344,-73.332179,
472,Laurel Heights State Sanitarium,-73.078719,41.2942635,41.294264,-73.078719,
473,Lawrence and Memorial Hospital,-72.1050371,41.3365865,41.336587,-72.105037,
474,Long Hill Hospital,-73.0953863,41.28593,41.28593,-73.095386,
475,Masonic Health Care Center,-72.8359135,41.4639694,41.463969,-72.835913,
476,Memorial Hospital,-72.7767648,41.5050976,41.505098,-72.776765,
477,Manchester Memorial Hospital,-72.5256546,41.7816619,41.781662,-72.525655,
478,Memorial Hospital,-73.1328885,41.7917634,41.791763,-73.132888,
479,The Hospital of Central Connecticut New Britain General Campus,-72.7866988,41.6612498,41.66125,-72.786699,
480,Hospital for Special Care,-72.8011845,41.688964,41.688964,-72.801184,
481,Norwich State Hospital (historical),-72.0731327,41.4892648,41.489265,-72.073133,
482,Notre Dame Nursing Home,-73.4126195,41.1339854,41.133985,-73.412619,
483,Park City Hospital,-73.1959455,41.1709301,41.17093,-73.195945,
484,Saint Francis Hospital and Medical Center,-72.6984046,41.7748604,41.77486,-72.698405,
485,Saint Lukes Hospital,-73.6951296,41.0706524,41.070652,-73.69513,
486,Saint Marys Hospital,-73.0366886,41.5528594,41.552859,-73.036689,
487,Saint Vincent Medical Center,-73.2017657,41.2013161,41.201316,-73.201766,
488,Silvermine Hall,-72.6156475,41.5570432,41.557043,-72.615647,
489,Skyview Hospital,-72.8445448,41.4539862,41.453986,-72.844545,
490,Undercliff Sanitorium,-72.8178771,41.5514869,41.551487,-72.817877,
491,Witherell Hospital,-73.6251266,41.058708,41.058708,-73.625127,
492,Yale - New Haven Psychiatric Hospital,-72.9327803,41.3015502,41.30155,-72.93278,
493,Bissell Sanitorium,-75.652707,39.7506679,39.750668,-75.652707,
494,Wilmington Hospital,-75.5496447,39.7517801,39.75178,-75.549645,
495,Christiana Care Hospital Wilmington Site,-75.5492127,39.7513892,39.751389,-75.549213,
496,Nanticoke Memorial Hospital,-75.6042002,38.6418294,38.641829,-75.6042,
497,Riverside Extended Care Pavilion,-75.5124202,39.7559469,39.755947,-75.51242,
498,Saint Francis Hospital,-75.5667941,39.7499817,39.749982,-75.566794,
499,Delaware Psychiatric Center,-75.5770645,39.7013996,39.7014,-75.577064,
500,Stockley Center,-75.3196364,38.6270578,38.627058,-75.319636,
501,Governor Bacon Health Center,-75.5838147,39.5726123,39.572612,-75.583815,
502,Christiana Care Hospital Newark Site,-75.6688985,39.6877866,39.687787,-75.668898,
503,Agnews Development Center,-121.9318388,37.4023315,37.402332,-121.931839,
504,Laguna Honda Hospital and Rehabilitation Center,-122.4569112,37.7477368,37.747737,-122.456911,
505,Modesto State Hospital,-121.0393796,37.6618743,37.661874,-121.03938,
506,Camarillo State Hospital (historical),-119.0406573,34.1625057,34.162506,-119.040657,
507,Kings County General Hospital,-119.664574,36.328839,36.328839,-119.664574,
508,North Kern Hospital (historical),-119.3515017,35.5935683,35.593568,-119.351502,
509,Saint Bernardine Medical Center,-117.2769881,34.1347131,34.134713,-117.276988,
510,Goleta Valley Hospital,-119.808472,34.4352744,34.435274,-119.808472,
511,Shands Alachua General Hospital,-82.3335587,29.6493322,29.649332,-82.333559,
512,Brewster Hospital,-81.6628738,30.3446836,30.344684,-81.662874,
513,Broward General Hospital,-80.1406007,26.1017537,26.101754,-80.140601,
514,Cedars of Lebanon Hospital,-80.2153263,25.7864876,25.786488,-80.215326,
515,Central Florida Hospital,-81.485072,28.5722234,28.572223,-81.485072,
516,Doctors Hospital,-80.2739765,25.7243281,25.724328,-80.273976,
517,Doctors Hospital,-82.5145413,27.321991,27.321991,-82.514541,
518,University of Florida Health Jacksonville,-81.6643758,30.3483478,30.348348,-81.664376,
519,Edwards Hospital,-84.2443429,30.4602004,30.4602,-84.244343,
520,Everglades Regional Medical Center,-80.66034,26.82201,26.82201,-80.66034,
521,Florida Sanitarium,-81.3697916,28.5755563,28.575556,-81.369792,
522,Hendry Hospital,-80.9411755,26.7531202,26.75312,-80.941175,
523,Indian River Hospital (historical),-80.4042,27.6449,27.6449,-80.4042,
524,Kissimmee Hospital,-81.4045153,28.2969555,28.296956,-81.404515,
525,Lincoln Hospital,-82.4281495,27.9752987,27.975299,-82.428149,
526,Regional General Hospital - Williston,-82.4550855,29.3841264,29.384126,-82.455085,
527,Johnnie Ruth Clarke Community Health Center at Historic Mercy Hospital,-82.66232,27.75697,27.75697,-82.66232,
528,Morrow Memorial Hospital,-81.793135,28.0689085,28.068909,-81.793135,
529,Mound Park Hospital,-82.6423208,27.763361,27.763361,-82.642321,
530,North Shore Hospital,-80.2139371,25.8587072,25.858707,-80.213937,
531,Northeast Florida State Hospital,-82.1338314,30.2365856,30.236586,-82.133831,
532,Northwest Florida State Hospital,-85.1727067,30.8274128,30.827413,-85.172707,
533,Northwest Hospital,-80.2139371,25.8462076,25.846208,-80.213937,
534,Osceola Regional Medical Center,-81.4090392,28.2994256,28.299426,-81.409039,
535,Provident Hospital,-80.1600458,26.1295305,26.129531,-80.160046,
536,Putnam Memorial Hospital,-81.660916,29.644691,29.644691,-81.660916,
537,Sacred Heart Hospital,-87.2124092,30.4759204,30.47592,-87.212409,
538,Saint Anthony's Hospital,-82.650494,27.7785307,27.778531,-82.650494,
539,Saint Joseph Hospital,-82.4573167,27.9600212,27.960021,-82.457317,
540,Saint Marys Medical Center and Childrens Hospital,-80.0621785,26.7559833,26.755983,-80.062178,
541,Saint Vincents Hospital,-81.689541,30.3069061,30.306906,-81.689541,
542,Smith Hospital,-80.4800569,25.4820553,25.482055,-80.480057,
543,Sunland Training Center,-82.2939922,29.6691344,29.669134,-82.293992,
544,University Hospital,-87.232749,30.4418641,30.441864,-87.232749,
545,Victoria Hospital,-80.2097705,25.7767657,25.776766,-80.20977,
546,West Volusia Memorial Hospital,-81.3169,29.04311,29.04311,-81.3169,
547,White Cross Hospital,-82.7217671,27.7705827,27.770583,-82.721767,
548,Miami Jewish Health Systems,-80.1924413,25.8228193,25.822819,-80.192441,
549,Highland Park Pavilion Jackson Memorial Mental Health Hospital,-80.2083592,25.7911889,25.791189,-80.208359,
550,Grant Center Hospital,-80.4442223,25.5753849,25.575385,-80.444222,
551,Halifax Health Medical Center of Daytona Beach,-81.0538376,29.2021124,29.202112,-81.053838,
552,Lake Seminole Hospital,-82.7851022,27.8603015,27.860302,-82.785102,
553,Saint Vincent's Hospital,-81.5819626,30.2536722,30.253672,-81.581963,
554,Baptist Hospital,-87.2312192,30.4292833,30.429283,-87.231219,
555,South Florida State Hospital,-80.2499286,26.0014563,26.001456,-80.249929,
556,Florida State Hospital,-84.841587,30.7060249,30.706025,-84.841587,
557,Bascom Palmer Eye Institute,-80.2107136,25.7910186, Anne Bates Leach Eye Hospital,25.791019,-80.210714
558,A M I Kendall Regional Medical Center,-80.2669948,25.7342673,25.734267,-80.266995,
559,Lake City Medical Center,-82.6877986,30.1836878,30.183688,-82.687799,
560,Lake Shore Hospital,-82.6356787,30.1807871,30.180787,-82.635679,
561,NCH Baker Hospital Downtown,-81.7983672,26.1506605,26.150661,-81.798367,
562,Orange Park Medical Center,-81.73766,30.1658287,30.165829,-81.73766,
563,Kindred Hospital North Florida,-81.6820494,29.9877835,29.987784,-81.682049,
564,Seven Rivers Regional Medical Center,-82.6246303,28.951876,28.951876,-82.62463,
565,Citrus Memorial Hospital,-82.3359646,28.8328613,28.832861,-82.335965,
566,Medical Center Hospital,-82.0403662,26.9408943,26.940894,-82.040366,
